#{"t_start": 1781699576.3968494, "env_id": "None"}
r,l,t
-7.248955,288,4.285374
14.006564,288,4.56539
8.034619,288,4.759557
100.966889,288,11.374738
88.862779,288,23.423243
20.072815,288,35.833906
46.67416,288,48.564211
79.424329,288,62.384363
54.578993,288,75.213658
55.020134,288,87.589382
112.728384,288,99.819208
66.274836,288,118.163135
41.773432,288,132.520325
153.323561,288,144.691465
83.541944,288,157.137831
123.518764,288,175.081025
30.643426,288,188.840235
70.848268,288,207.29223
50.317251,288,220.128214
12.188435,288,232.494326
35.501544,288,245.973827
61.268547,288,259.419444
10.425573,288,271.776972
126.700297,288,284.166015
43.287556,288,296.576271
144.194165,288,308.979714
62.276549,288,321.239262
60.747227,288,333.56912
83.425103,288,345.73721
77.474445,288,358.091167
104.539194,288,370.610842
92.292465,288,383.146778
78.104078,288,394.836522
125.275113,288,407.079763
131.719109,288,424.328552
66.675753,288,436.863466
94.310133,288,449.357469
69.781216,288,462.065551
39.022804,288,474.472404
63.520072,288,486.796756
193.296329,288,498.953577
78.820963,288,511.214
83.864854,288,523.391739
114.824755,288,535.982057
72.366817,288,548.071788
110.462009,288,560.033194
78.147137,288,572.715677
122.411928,288,584.555232
55.478412,288,596.665619
113.698457,288,608.659276
92.475436,288,620.754721
132.867355,288,632.952569
125.177228,288,649.863993
199.035049,288,663.009096
26.526864,288,676.056807
125.944262,288,688.314364
104.498271,288,700.781556
126.907795,288,713.909125
108.701614,288,727.226986
59.016558,288,739.354561
103.148135,288,751.567943
79.258454,288,764.006769
179.464358,288,776.464433
210.93291,288,788.531271
180.436286,288,800.961243
157.028933,288,813.228107
18.788509,288,825.341705
90.440797,288,837.395784
176.027692,288,849.638447
83.154134,288,866.881578
79.540831,288,878.584454
83.756119,288,890.676428
139.40035,288,902.734611
96.728567,288,914.862957
53.902554,288,926.941469
71.408996,288,939.223103
123.414869,288,951.294089
60.11693,288,963.535629
161.918714,288,975.624693
182.461188,288,988.262708
89.071766,288,1000.697817
110.966093,288,1013.091367
196.88556,288,1025.397247
134.445192,288,1037.40617
136.410365,288,1049.476762
59.639061,288,1061.862836
201.237342,288,1078.654624
82.328758,288,1090.744855
35.247587,288,1102.642202
46.070938,288,1115.284863
122.13177,288,1127.376349
112.729708,288,1139.696626
37.96784,288,1151.694141
118.580804,288,1163.559709
36.349862,288,1179.409009
100.583778,288,1191.365991
94.942929,288,1203.382581
88.407337,288,1216.161915
151.163639,288,1228.929511
212.547608,288,1241.175789
65.59953,288,1253.653151
31.529487,288,1268.531293
96.142287,288,1284.280287
49.910321,288,1298.167232
95.41566,288,1316.072686
118.781969,288,1329.20104
126.361433,288,1341.467184
128.179053,288,1354.14544
124.563109,288,1366.212432
120.479684,288,1378.463529
103.503421,288,1390.860719
109.153703,288,1403.09324
129.379405,288,1415.490107
178.812691,288,1428.25591
145.001435,288,1440.533012
63.828655,288,1452.979619
123.487188,288,1465.270406
112.955764,288,1477.562168
183.001736,288,1489.869866
131.362574,288,1502.44715
33.405107,288,1514.944854
131.524658,288,1532.085169
76.293649,288,1544.352833
60.91003,288,1556.711607
107.993742,288,1569.785208
69.27069,288,1582.063648
133.635329,288,1594.979193
93.644532,288,1607.387204
68.037881,288,1619.629458
46.680527,288,1631.952384
95.902378,288,1644.397062
186.569918,288,1656.908196
167.958428,288,1669.311232
119.611077,288,1681.6252
95.593481,288,1693.940739
114.013184,288,1706.498324
105.052385,288,1718.943194
107.8836,288,1731.214008
70.336538,288,1748.258982
117.64976,288,1760.487973
124.302382,288,1773.096977
119.430743,288,1785.4227
106.318515,288,1797.763459
121.926438,288,1810.091507
129.77285,288,1822.382324
119.360945,288,1834.773743
76.921444,288,1847.028166
95.365634,288,1859.924316
124.827551,288,1872.818022
96.660109,288,1885.38047
201.950344,288,1897.907828
80.867408,288,1910.243604
116.974254,288,1922.898228
121.340606,288,1935.332236
44.297148,288,1947.664279
43.906303,288,1960.060686
89.331154,288,1977.433148
86.776455,288,1990.414005
121.753911,288,2002.806753
210.215413,288,2015.384729
167.057918,288,2027.670352
198.170966,288,2039.989311
159.104675,288,2052.530357
119.873519,288,2064.814436
85.871755,288,2077.378399
79.230581,288,2089.72541
158.869697,288,2102.118753
163.483664,288,2114.368339
125.949919,288,2127.070874
140.674082,288,2139.467894
67.136356,288,2151.911096
111.862006,288,2164.450723
128.923976,288,2176.943034
68.699129,288,2194.281002
101.188749,288,2206.570186
111.714158,288,2218.854848
16.712976,288,2231.461634
107.521271,288,2244.225002
114.458536,288,2259.129447
88.252879,288,2272.642628
108.762263,288,2287.640677
