#{"t_start": 1781343132.7770598, "env_id": "None"}
r,l,t
2.169466,288,3.36981
4.934137,288,3.540803
3.771268,288,3.649151
-6.761677,288,9.877104
100.938614,288,23.939658
155.926001,288,38.133441
37.87942,288,53.796111
24.100369,288,68.65823
30.503663,288,85.081867
116.031788,288,99.748946
43.394262,288,114.098308
19.507082,288,126.779414
36.423742,288,140.867433
30.473978,288,152.965993
52.68657,288,168.403283
71.418148,288,182.370055
43.35028,288,199.239205
87.418347,288,221.071388
29.897421,288,236.444266
59.53859,288,251.101525
56.567694,288,267.822806
34.758283,288,283.023065
104.488678,288,297.621076
113.098042,288,311.44326
53.236304,288,324.658716
177.961902,288,342.051093
26.404866,288,359.072523
31.430105,288,380.270934
89.853371,288,398.200208
33.634821,288,419.240342
49.621047,288,434.69005
153.197377,288,450.631999
152.130694,288,466.299206
136.875225,288,481.086241
112.176862,288,499.689428
104.624166,288,514.148084
59.676408,288,528.320303
140.550262,288,543.215851
108.254636,288,559.034008
140.763008,288,574.689242
107.171624,288,588.318462
98.100342,288,599.554153
177.417416,288,612.109175
144.831278,288,624.897792
127.227642,288,639.730867
100.244734,288,653.581958
142.222703,288,665.682684
73.799422,288,677.78904
66.833464,288,689.50347
61.112214,288,701.858023
153.344677,288,716.238709
93.136625,288,733.861674
100.107029,288,757.813383
157.891478,288,774.654119
86.946396,288,790.836578
114.359348,288,806.835506
177.644493,288,823.485869
91.672402,288,840.01485
62.052177,288,855.986491
68.427044,288,871.4643
72.259907,288,882.427566
34.080565,288,897.743886
128.262446,288,911.393482
59.862575,288,924.331919
109.300909,288,939.835169
192.170426,288,954.936277
91.940854,288,967.802934
51.836375,288,982.665335
126.951641,288,996.260815
109.946377,288,1013.505097
85.634806,288,1027.969114
216.79805,288,1041.899992
127.514693,288,1056.072643
115.660391,288,1072.603913
90.557762,288,1089.974075
140.178815,288,1106.595969
78.187936,288,1123.103667
142.802169,288,1140.497362
101.567072,288,1156.992937
146.455075,288,1172.715222
42.56846,288,1186.099292
135.118236,288,1201.770216
116.661057,288,1218.040358
175.750773,288,1234.431969
99.340647,288,1250.998841
144.375711,288,1267.809721
112.073146,288,1291.453712
83.833289,288,1307.774174
124.85106,288,1324.000795
122.695123,288,1340.398285
232.209218,288,1356.863346
34.539156,288,1373.302905
145.162083,288,1389.725148
38.816588,288,1407.135478
156.131228,288,1423.516197
154.212853,288,1440.32321
173.156362,288,1456.850445
82.411079,288,1473.323944
70.424646,288,1489.650836
60.343784,288,1505.863952
112.475364,288,1522.424868
120.633286,288,1538.795624
96.778596,288,1555.215095
69.021969,288,1572.533915
116.226481,288,1596.172177
223.823742,288,1612.163805
90.52406,288,1628.312971
121.862289,288,1644.81992
148.590046,288,1660.996293
104.891368,288,1676.956026
146.040986,288,1693.235844
88.078967,288,1709.222848
130.730279,288,1725.296024
167.060489,288,1741.916033
64.824459,288,1757.673865
147.686365,288,1773.91138
133.424863,288,1789.243291
106.057642,288,1803.765636
195.742523,288,1818.829715
56.593781,288,1835.296645
28.685325,288,1851.903212
32.510596,288,1875.758994
85.516556,288,1892.212683
107.025909,288,1908.793125
