#{"t_start": 1781022084.0596554, "env_id": "None"}
r,l,t
96.483921,288,5939.893528
236.703403,288,5948.270803
34.030338,288,5956.760508
77.85255,288,5965.290376
462.765001,288,5973.777576
305.163891,288,5982.103498
213.229106,288,5991.004988
309.46774,288,5999.392538
264.006371,288,6007.96559
187.957473,288,6016.648112
183.296237,288,6025.263844
233.374651,288,6035.744952
249.078944,288,6048.617076
90.668804,288,6057.002892
46.121152,288,6065.66906
315.819893,288,6074.14105
5.405464,288,6082.70531
298.687791,288,6091.361215
217.302416,288,6099.604484
212.953848,288,6107.974928
213.589044,288,6116.595482
192.578529,288,6126.912939
245.44406,288,6136.02471
163.151854,288,6145.078134
182.103257,288,6154.512613
128.046676,288,6163.37508
169.743461,288,6172.890592
114.480635,288,6182.318434
330.739632,288,6189.682012
276.143153,288,6202.027737
